name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,name2,five_utr_len,cds_len,three_utr_len,total_exonic_len,is_ncrna
NM_001167918,chr4,-,123080843,123089154,123084602,123087950,D830031N03Rik,1204,3348,3759,8311,False
NM_019827,chr16,+,38089086,38246170,38090611,38240655,Gsk3b,1525,1263,5515,8303,False
NM_146261,chrX,+,133584132,133617040,133584411,133610189,Fam199x,279,1167,6851,8297,False
NM_153588,chr16,+,13358513,13417622,13358731,13412788,Mrtfb,218,3243,4834,8295,False
NM_022563,chr1,-,171902437,172019075,171907985,171966125,Ddr2,177,2565,5548,8290,False
NM_011204,chr5,+,103854210,104027380,103891157,104026804,Ptpn13,350,7356,576,8282,False
NM_009806,chrX,-,13094207,13423682,13099296,13423192,Cask,490,2694,5089,8273,False
NM_147219,chr11,-,110130682,110199030,110133772,110190552,Abca5,250,4929,3090,8269,False
NM_008440,chr1,-,94912031,94998451,94915033,94978998,Kif1a,171,5094,3002,8267,False
NM_008678,chr1,-,13129185,13364164,13132841,13214775,Ncoa2,222,4389,3656,8267,False
NM_019994,chr12,-,56703876,56922503,56713082,56921754,Ralgapa1,749,6108,1405,8262,False
NM_010880,chr1,-,88241293,88256030,88247194,88255798,Ncl,232,2124,5901,8257,False
NM_175375,chr18,+,36720256,36818562,36720391,36818113,Ankhd1,135,7647,449,8231,False
NM_001128307,chr14,-,121941260,122138151,121942846,122137684,Dock9,467,6168,1586,8221,False
NM_134437,chr14,+,27852186,27920472,27852289,27914572,Il17rd,103,2217,5900,8220,False
NM_001033258,chr10,-,18307816,18463564,18309386,18463431,Arfgef3,133,6513,1570,8216,False
NM_001037298,chr8,-,125005597,125075229,125005881,125074938,Piezo1,291,7641,284,8216,False
NM_001025426,chr5,+,33206369,33336882,33207290,33333731,Depdc5,469,4593,3151,8213,False
NM_008960,chr19,+,32832066,32900650,32832934,32894518,Pten,868,1212,6132,8212,False
NM_031881,chr18,+,65183180,65377480,65314924,65372540,Nedd4l,704,2568,4940,8212,False
NM_027994,chr10,-,118635867,118677111,118640036,118676764,Cand1,347,3693,4169,8209,False
NM_001166501,chr1,+,140860285,141072619,140860445,141066875,Dennd1b,160,2301,5744,8205,False
NM_178143,chr4,-,104702254,104782503,104708696,104782403,Prkaa2,100,1659,6442,8201,False
NM_001109757,chrX,+,103222562,103323499,103265126,103319954,Atp7a,174,4479,3545,8198,False
NM_172268,chr2,+,31829969,31909495,31830083,31907672,Nup214,114,6258,1823,8195,False
NM_001081109,chr5,+,144861229,144949077,144861542,144945613,Lmtk2,313,4416,3464,8193,False
NM_172806,chr12,-,104019006,104116652,104023320,104078391,Btbd7,486,3393,4314,8193,False
NM_175258,chr11,+,54336346,54512788,54336551,54509607,Rapgef6,205,4806,3181,8192,False
NM_181039,chr8,+,86423996,86465853,86439397,86462985,Adgrl1,919,4401,2868,8188,False
NM_001038999,chr5,-,68009377,68238670,68013837,68238449,Atp8a1,221,3495,4460,8176,False
NM_008224,chrX,-,71188130,71211696,71189776,71211342,Hcfc1,354,6138,1646,8138,False
NM_007379,chr2,+,25284118,25304060,25284289,25303396,Abca2,171,7302,664,8137,False
NM_009149,chr8,-,113677201,113783110,113681793,113783096,Glg1,14,3528,4592,8134,False
NM_001081251,chr14,+,31832323,31934778,31838698,31932087,Pbrm1,311,5115,2691,8117,False
NM_213616,chr1,-,135599250,135650324,135603267,135649858,Atp2b4,466,3618,4017,8101,False
NM_001025613,chr3,+,95908449,95965052,95940462,95959891,Otud7b,417,2523,5161,8101,False
NM_207225,chr1,-,93825355,94076918,93829923,94044854,Hdac4,301,3231,4568,8100,False
NM_019472,chr15,+,25552304,25743426,25552764,25741977,Myo10,460,6189,1449,8098,False
NM_027556,chr18,+,67959760,68044824,67962646,68044531,Cep192,255,7545,293,8093,False
NM_029441,chr8,-,119092623,119256891,119099028,119256721,Cdyl2,170,1512,6405,8087,False
NM_019864,chr9,+,95758015,95852063,95758143,95852043,Atr,128,7926,20,8074,False
NM_175314,chr6,-,92722693,92893528,92727391,92893149,Adamts9,379,5796,1882,8057,False
NM_008716,chr17,-,32257764,32303835,32258764,32303738,Notch3,97,6957,1000,8054,False
NM_010432,chr3,-,103543737,103595198,103547870,103582220,Hipk1,283,3633,4133,8049,False
NM_053072,chr10,+,93498745,93608084,93499039,93604534,Fgd6,294,4200,3550,8044,False
NM_011083,chr7,-,123480789,123586972,123483554,123562034,Pik3c2a,216,5061,2765,8042,False
NM_009671,chr11,+,72503503,72585648,72503526,72581147,Ankfy1,23,3510,4501,8034,False
NM_153178,chr15,-,72932054,73015377,72937337,73015212,Ago2,165,2583,5283,8031,False
NM_172668,chr2,+,91297687,91354058,91297857,91351918,Lrp4,170,5718,2140,8028,False
NM_172836,chr19,-,29788891,29880499,29790497,29880364,9930021J03Rik,135,6285,1606,8026,False
NM_001081426,chr13,+,9275770,9668172,9276227,9665276,Dip2c,457,4671,2896,8024,False
NM_028871,chr4,+,135866856,135901894,135870013,135895943,Hnrnpr,160,1899,5951,8010,False
NM_001033536,chr9,+,72380046,72470756,72380626,72467716,Rfx7,580,4380,3040,8000,False
NM_001040106,chr6,+,86799498,86941858,86800046,86937292,Aak1,548,2880,4566,7994,False
NM_173440,chr16,-,76287647,76373294,76291426,76294912,Nrip1,723,3486,3779,7988,False
NM_001001182,chr2,-,59737419,59963797,59738705,59844244,Baz2b,322,6372,1286,7980,False
NM_001129999,chr2,+,155782293,155824636,155787707,155824167,Cep250,205,7305,469,7979,False
NR_033299,chr9,+,68613152,68621129,68621129,68621129,9530091C08Rik,0,0,7977,7977,True
NM_008146,chr5,+,110605875,110655488,110610796,110652098,Golga3,241,4344,3390,7975,False
NM_001159344,chr4,+,148178500,148329001,148275836,148326680,Casz1,356,5289,2321,7966,False
NM_001080813,chr8,-,28249244,28285118,28253647,28285057,Rab11fip1,61,3501,4403,7965,False
NM_008306,chr18,-,60844147,60908319,60848898,60872889,Ndst1,562,2649,4751,7962,False
NM_148925,chr9,-,123698617,123760782,123701791,123752634,Fyco1,461,4317,3174,7952,False
NM_010763,chr3,-,100366126,100489396,100371532,100488785,Man1a2,611,1926,5406,7943,False
NM_001164806,chr5,-,67783385,67819038,67789474,67818818,Bend4,220,1626,6089,7935,False
NM_001099276,chr1,+,134942588,135005265,134962876,135002735,Pik3c2b,500,4899,2530,7929,False
NM_007578,chr8,+,86939262,87164148,86939543,87163607,Cacna1a,281,7107,541,7929,False
NM_172471,chr2,+,10075169,10178156,10075292,10173210,Itih5,123,2859,4946,7928,False
NM_007690,chr17,+,15841930,15909576,15844050,15907287,Chd1,493,5136,2289,7918,False
NM_028815,chr16,-,55900000,55934961,55905280,55934908,Cep97,53,2571,5280,7904,False
NM_175164,chr18,+,39152798,39535939,39153129,39530816,Arhgap26,331,2445,5123,7899,False
NM_010472,chr1,+,82836034,82897576,82836297,82891633,Agfg1,263,1680,5943,7886,False
NM_027823,chr9,-,8992506,9239027,8997596,9238779,Arhgap42,248,2526,5090,7864,False
NM_146001,chr5,-,135882387,136020992,135887086,136020926,Hip1,66,3090,4699,7855,False
NM_001163513,chr14,-,24953174,25065142,24954791,25064672,Dlg5,470,5766,1617,7853,False
NM_007532,chr6,-,144942354,145024677,144948782,145024414,Bcat1,263,1161,6428,7852,False
NM_001122594,chr8,+,112392502,112468571,112392518,112464808,Phlpp2,16,4068,3763,7847,False
NM_009624,chr16,-,4284885,4420498,4287897,4419545,Adcy9,766,4062,3012,7840,False
NM_029967,chr4,+,85699818,86074286,85699961,86071852,Adamtsl1,143,5262,2434,7839,False
NM_001001932,chr10,+,95403296,95508152,95403582,95504838,Eea1,286,4236,3314,7836,False
NM_173762,chr3,+,134875526,134936504,134875622,134936203,Cenpe,96,7416,301,7813,False
NM_001017985,chr7,+,107520742,107618668,107520951,107618037,C2cd3,209,6971,631,7811,False
NM_001029850,chr6,-,93625446,94233911,93628241,94233316,Magi1,595,4416,2795,7806,False
NM_198303,chr1,+,38054854,38112424,38055134,38108558,Eif5b,280,3651,3866,7797,False
NM_184088,chr4,+,86394458,86496506,86420158,86494810,Dennd4c,375,5721,1696,7792,False
NM_175260,chr11,+,68505416,68630126,68512742,68628573,Myh10,299,5931,1553,7783,False
NM_172683,chr3,+,94641358,94687499,94657872,94684254,Pogz,305,4230,3245,7780,False
NM_001081154,chr16,-,14109258,14159367,14111622,14154065,Marf1,190,5211,2364,7765,False
NM_177171,chr12,-,52976859,53072308,52978298,53062545,Heatr5a,205,6117,1439,7761,False
NM_013507,chr7,-,118211498,118226544,118216205,118225061,Eif4g2,332,2721,4707,7760,False
NM_017462,chr7,-,86591116,86611159,86594846,86610097,Polg,364,3654,3730,7748,False
NM_001081323,chr5,-,124700967,124777981,124705025,124774989,Mphosph9,344,3345,4058,7747,False
NM_001165980,chr2,+,70893800,70933915,70894050,70927986,Dcaf17,250,1560,5929,7739,False
NM_001081068,chr16,-,87376895,87432851,87379189,87432712,Ltn1,139,5304,2294,7737,False
NM_001114977,chr9,-,95357312,95412415,95361823,95412280,U2surp,135,3090,4511,7736,False
NM_153582,chr8,-,106872092,106919707,106879026,106919536,Cmtm4,171,627,6934,7732,False
NM_007729,chr3,+,113733457,113923674,113733818,113921745,Col11a1,361,5415,1929,7705,False
NM_001163026,chr9,-,104053926,104165260,104054646,104149157,Dnajc13,245,6732,720,7697,False
NM_178256,chrX,-,158849883,159081590,158855474,159081439,Reps2,151,1947,5591,7689,False
NM_172716,chr5,+,108890277,108935995,108902816,108929423,Pcgf3,383,726,6572,7681,False
NM_144837,chr13,-,70727566,70776512,70728478,70776475,Ice1,37,6726,912,7675,False
NM_178704,chr7,-,36470518,36539473,36475799,36537736,Dpy19l3,239,2151,5281,7671,False
NM_001109626,chr11,+,98064618,98114854,98064681,98111703,Cdk12,63,4455,3151,7669,False
NM_011213,chr4,-,117880817,117964002,117882425,117950044,Ptprf,343,5697,1608,7648,False
NM_026252,chr11,+,31770939,31835635,31772287,31831532,Cpeb4,1348,2190,4103,7641,False
NM_153402,chr4,-,126017921,126106786,126022717,126106530,Ago3,256,2583,4796,7635,False
NM_008636,chr4,+,124479792,124527044,124481954,124521587,Mtf1,146,2028,5457,7631,False
NM_001194940,chr8,-,37630792,38015496,37633336,38001687,Dlc1,447,4632,2544,7623,False
NM_010683,chr1,-,155066051,155179916,155068602,155179669,Lamc1,247,4824,2551,7622,False
NM_011630,chr6,+,92041411,92123052,92089812,92117627,Nr2c2,404,1791,5425,7620,False
NM_013830,chr13,+,34967397,34997933,34967522,34993465,Prpf4b,125,3024,4468,7617,False
NM_012018,chr2,+,34965011,35034342,34967105,35033615,Cntrl,169,7002,441,7612,False
NM_019505,chr11,-,88896492,88922062,88902045,88921699,Dgke,363,1695,5553,7611,False
NM_009874,chr13,-,101466979,101500897,101473432,101500794,Cdk7,103,1041,6453,7597,False
NM_028945,chr14,+,28242019,28296740,28242254,28293883,Tasor,235,4497,2857,7589,False
NM_145494,chr18,-,73924607,73975092,73930279,73964813,Me2,145,1770,5672,7587,False
NM_008982,chr2,-,90273045,90420752,90276566,90420408,Ptprj,344,3717,3521,7582,False
NM_026234,chr1,+,174306661,174314230,174306829,174308101,Pigm,168,1272,6129,7569,False
NM_001080930,chr8,-,112250350,112261680,112255464,112257528,Atxn1l,389,2064,5114,7567,False
NM_178912,chr12,+,66176589,66232829,66176692,66231436,Fancm,103,6066,1393,7562,False
NM_001081080,chr1,-,30859186,30920101,30860643,30920075,Phf3,26,6078,1457,7561,False
NM_173780,chrX,+,149672290,149833467,149805389,149827411,Klf8,420,1068,6056,7544,False
NM_027389,chr3,+,88639152,88714021,88640937,88713309,Gon4l,92,6729,712,7533,False
NM_018748,chr9,+,118415435,118491637,118415603,118490990,Golga4,168,6717,647,7532,False
NM_008679,chr2,+,165818136,165898742,165872974,165895643,Ncoa3,220,4212,3099,7531,False
NM_024452,chr4,+,136025675,136105233,136096382,136101308,Luzp1,397,3207,3925,7529,False
NM_010820,chr4,-,80924402,81088719,80925526,81067092,Mpdz,234,6168,1124,7526,False
NM_020608,chr17,-,25098170,25152175,25101726,25150969,Cramp1l,105,3858,3556,7519,False
NM_175459,chr19,-,28333340,28754567,28337468,28740630,Glis3,578,2808,4128,7514,False
NM_001025432,chr16,-,4084047,4213404,4084047,4213223,Crebbp,181,7326,0,7507,False
NM_027045,chr14,-,37688121,37781950,37692853,37754411,Ccser2,262,2502,4732,7496,False
NM_010434,chr2,-,104266638,104334646,104270011,104312002,Hipk3,544,3579,3373,7496,False
NM_172768,chr9,-,40100818,40263349,40105574,40263255,Gramd1b,94,2637,4756,7487,False
NM_138659,chr11,+,75300278,75322949,75300593,75322791,Prpf8,315,7008,158,7481,False
NM_198007,chr10,+,50312474,50571008,50324598,50570399,Ascc3,271,6597,609,7477,False
NM_001195284,chr4,+,53644342,53719881,53644469,53714035,Fsd1l,127,1494,5846,7467,False
NM_009982,chr7,+,95426594,95464371,95426712,95458412,Ctsc,118,1389,5959,7466,False
NM_001081304,chr1,-,172634587,172797902,172640009,172797832,Atf6,70,1971,5422,7463,False
NM_172549,chr10,-,75108854,75227102,75109288,75218116,Cabin1,462,6564,434,7460,False
NM_001085492,chr4,+,149656024,149996075,149780448,149993598,Rere,304,4677,2477,7458,False
NM_019919,chr17,+,75404868,75791852,75405225,75789893,Ltbp1,357,5139,1959,7455,False
NM_029870,chr17,+,26852594,26913571,26873919,26908352,Crebrf,311,1923,5219,7453,False
NM_199068,chr5,+,142877450,142937969,142877477,142932710,Foxk1,27,2160,5259,7446,False
NM_015804,chr8,+,12757015,12868728,12757313,12865147,Atp11a,298,3564,3581,7443,False
NM_001002004,chr11,+,78075255,78104127,78075351,78103485,2610507B11Rik,96,6705,642,7443,False
NM_011276,chrX,-,101152501,101176624,101157829,101161995,Rlim,309,1803,5328,7440,False
NM_022410,chr15,-,77591014,77672605,77592328,77643642,Myh9,238,5883,1314,7435,False
NM_139304,chr3,+,90097102,90167325,90145578,90161924,Gatad2b,245,1785,5401,7431,False
NM_177239,chr4,-,94608731,94645791,94613655,94645756,Mysm1,35,2460,4924,7419,False
NM_001114339,chr19,-,34881425,34953945,34886817,34953566,Pank1,379,1647,5392,7418,False
NM_172393,chr10,-,43670112,43724652,43671674,43723874,Crybg1,778,5076,1562,7416,False
NM_001081006,chr2,+,20211539,20732162,20211633,20730837,Etl4,94,5994,1325,7413,False
NM_198103,chr8,-,127414198,127421605,127419375,127421526,Exoc8,79,2151,5177,7407,False
NM_013851,chr11,-,109793519,109857159,109795823,109843087,Abca8b,240,4863,2304,7407,False
NM_018785,chr2,-,52993735,53050288,52998211,53050266,Prpf40a,22,2907,4476,7405,False
NM_001081378,chr12,+,25659796,25744562,25667134,25742706,Kidins220,164,5382,1856,7402,False
NM_009767,chrX,+,100551814,100591457,100551923,100584849,Chic1,109,684,6608,7401,False
NM_008684,chr9,-,58722486,58884248,58725080,58883935,Neo1,313,4479,2594,7386,False
NM_010806,chr17,+,13897547,14042801,13897680,14041014,Afdn,133,5463,1787,7383,False
NM_021604,chr4,-,155539398,155571597,155540604,155571529,Agrn,68,6105,1206,7379,False
NM_026681,chr12,-,102149732,102267101,102151019,102267041,Ccdc88c,60,6030,1287,7377,False
NM_176976,chr9,-,15121357,15162232,15121540,15162187,Cep295,45,7143,183,7371,False
NM_175170,chr1,-,168323741,168339959,168328830,168339147,Pogk,437,1845,5089,7371,False
NM_028894,chrX,+,33868403,33906851,33868574,33901914,Lonrf3,171,2262,4937,7370,False
NM_145962,chr11,+,35582996,35604787,35583421,35598960,Pank3,425,1113,5827,7365,False
NM_016721,chr7,-,87856468,87948217,87858717,87948081,Iqgap1,136,4974,2249,7359,False
NM_172666,chr2,+,75670233,75769407,75670269,75764100,Agps,36,2016,5307,7359,False
NM_001159942,chr10,-,6379238,6606164,6382088,6473507,Plekhg1,332,4173,2850,7355,False
NM_001010833,chr17,+,35978442,35996615,35981379,35994575,Mdc1,185,5127,2040,7352,False
NM_001081152,chr9,+,53345151,53383732,53345256,53380753,Npat,105,4263,2979,7347,False
NM_011586,chr11,+,77590736,77679490,77590817,77678337,Myo18a,81,6108,1153,7342,False
NM_175022,chr7,-,52283070,52308704,52283847,52308251,Prr12,453,6108,777,7338,False
NM_001134480,chr16,-,45959373,46010526,45965130,46009969,Plcxd2,557,1023,5757,7337,False
NM_207205,chr3,+,101181047,101266983,101182372,101263960,Igsf3,722,3585,3023,7330,False
NM_010881,chr12,-,4247361,4484060,4249845,4344485,Ncoa1,712,4218,2399,7329,False
NM_007896,chr2,+,153567022,153599050,153571994,153592666,Mapre1,136,807,6384,7327,False
NM_001081101,chr5,+,33721344,33762403,33721876,33757540,Uvssa,309,2154,4863,7326,False
NM_001081164,chr8,+,82163574,82201654,82163804,82197881,Otud4,230,3321,3773,7324,False
NM_017479,chr14,+,22319006,22491700,22336096,22490095,Kat6b,425,5292,1605,7322,False
NM_173390,chr10,+,18127480,18253697,18128118,18251779,Nhsl1,638,4764,1918,7320,False
NM_027293,chr16,+,93712151,93810833,93716419,93810592,Dop1b,187,6888,241,7316,False
NM_175310,chr5,+,151476401,151613245,151518996,151610423,Pds5b,146,4341,2822,7309,False
NM_001128096,chr16,-,30312509,30388616,30315789,30366971,Atp13a3,279,3750,3280,7309,False
NM_008825,chr1,-,132588831,132612398,132594461,132611133,Pfkfb2,121,1557,5630,7308,False
NM_001081355,chr4,-,142697293,142802612,142701559,142784572,Prdm2,160,5130,2018,7308,False
NM_008957,chr13,-,63609635,63667043,63612840,63666828,Ptch1,215,4305,2786,7306,False
NM_172696,chr4,+,98062516,98386294,98072103,98384627,Patj,133,5505,1667,7305,False
NM_133917,chr5,+,123844806,123907940,123844938,123903522,Mlxip,132,2754,4418,7304,False
NM_177261,chr7,+,147080594,147127439,147081085,147125857,Kndc1,491,5229,1582,7302,False
NM_001164504,chr18,-,77694848,77803875,77701070,77803841,Rnf165,34,1044,6222,7300,False
NM_008575,chr1,-,134882681,134921993,134888232,134915431,Mdm4,277,1470,5551,7298,False
NM_001142322,chr8,+,73796612,73884611,73814195,73883872,Myo9b,171,6387,739,7297,False
NM_001080926,chr4,+,107474863,107549445,107475017,107544916,Lrp8,154,2613,4529,7296,False
NM_146019,chr11,-,69156774,69182928,69157852,69182893,Chd3,35,6168,1078,7281,False
NM_001114098,chr17,-,66686321,66799090,66689841,66798685,Mtcl1,405,5682,1191,7278,False
NM_053271,chr15,+,39029831,39515918,39029908,39513310,Rims2,77,4593,2608,7278,False
NM_001029856,chr11,+,79902901,79949293,79903272,79947873,Atad5,371,5481,1420,7272,False
NM_139311,chr11,+,97524725,97546772,97524885,97542901,Mllt6,160,3240,3871,7271,False
NM_001001984,chr19,-,4316146,4397077,4319099,4394833,Kdm2a,826,3486,2953,7265,False
NM_144868,chr19,-,5664634,5688908,5665052,5688149,Pcnx3,759,6087,418,7264,False
NM_001163502,chr12,-,85490122,85534965,85493351,85515128,Mideas,762,3270,3229,7261,False
NM_001025156,chr1,+,123327643,123403037,123327792,123397820,Ccdc93,149,1890,5217,7256,False
NM_001039530,chr16,-,35832963,35871468,35834731,35871439,Parp14,29,5454,1768,7251,False
NM_173870,chr1,-,37496184,37597861,37501503,37592977,Mgat4a,324,1608,5319,7251,False
NM_175266,chr9,+,111174348,111181595,111174464,111176285,Epm2aip1,116,1821,5310,7247,False
NM_027706,chr12,+,13275932,13590617,13275956,13590472,Nbas,24,7071,145,7240,False
NM_001033385,chr10,-,55734099,55948495,55737390,55948438,Tbc1d32,57,3891,3291,7239,False
NM_026984,chr5,+,22940281,23010051,22956083,23008865,Kmt2e,434,5607,1186,7227,False
NM_153403,chr4,-,126112255,126145827,126116746,126145665,Ago1,162,2574,4491,7227,False
NM_010690,chr10,+,7401006,7436259,7411264,7432808,Lats1,374,3390,3451,7215,False
NM_021339,chr9,+,35259660,35315237,35259689,35311805,Cdon,29,3753,3432,7214,False
NM_153167,chr4,+,45354972,45392594,45355039,45387149,Dcaf10,67,1701,5445,7213,False
NM_177343,chr2,-,5214502,5635808,5220028,5635283,Camk1d,525,1158,5526,7209,False
NM_029835,chr7,+,86805081,86843031,86805225,86841649,Ticrr,144,5670,1382,7196,False
NM_173185,chr9,+,65756816,65892821,65806347,65887438,Csnk1g1,420,1380,5383,7183,False
NM_053202,chr6,-,98875335,99385339,98880083,99113012,Foxp1,311,2118,4748,7177,False
NM_001025067,chr3,-,104257905,104315841,104261687,104315614,Lrig2,227,3165,3782,7174,False
NM_007789,chr8,-,72616983,72644743,72620218,72640560,Ncan,124,3807,3235,7166,False
NM_183355,chr1,-,170083657,170362300,170088862,170361635,Pbx1,665,1293,5205,7163,False
NM_001112703,chr2,+,31544056,31659882,31545326,31657419,Abl1,1270,3429,2463,7162,False
NM_011062,chr17,-,24210646,24278561,24215992,24278427,Pdpk1,134,1680,5346,7160,False
NM_133947,chr7,+,109118356,109163473,109125922,109162761,Numa1,156,6285,712,7153,False
NM_175489,chr10,+,110601857,110734303,110641854,110730280,Osbpl8,459,2670,4023,7152,False
NM_023525,chr5,+,31357152,31380852,31357327,31380568,Cad,175,6678,284,7137,False
